Review Title,Up Votes,Down Votes,Review text,Ratings,clean_review,sentiment
Classy product,0.0,0.0,goodREAD MORE,5,goodread,Positive
Brilliant,0.0,0.0,goodREAD MORE,5,goodread,Positive
Super!,0.0,0.0,Receiving used and defective product shuttle is shaking.READ MORE,2,receiving used defective product shuttle shakingread,Negative
Worth every penny,0.0,0.0,it's original and reliableREAD MORE,5,original reliableread,Positive
Terrific,0.0,0.0,Shullte are worst quality....all shuttle are spin so accuracy in very bad....READ MORE,1,shullte worst qualityall shuttle spin accuracy badread,Negative
Wonderful,0.0,0.0,very niceREAD MORE,5,niceread,Positive
Classy product,0.0,0.0,Good qualityREAD MORE,4,good qualityread,Positive
Super!,0.0,0.0,Genuine product!READ MORE,5,genuine productread,Positive
Perfect product!,0.0,0.0,Last order was great. This shuttle speed varies with temperature. Moves fast in hot summer day. Otherwise speed is good.READ MORE,5,last order great shuttle speed varies temperature moves fast hot summer day otherwise speed goodread,Positive
Good choice,0.0,0.0,pathetic packing ...box crushed...shuttles not in playing conditionREAD MORE,1,pathetic packing box crushedshuttles playing conditionread,Negative
Terrific,0.0,0.0,goodREAD MORE,5,goodread,Positive
Super!,0.0,0.0,Great product & great service by FlipkartREAD MORE,5,great product great service flipkartread,Positive
Must buy!,0.0,0.0,One word (Osm)READ MORE,5,one word osmread,Positive
Good choice,0.0,0.0,long durableREAD MORE,5,long durableread,Positive
Must buy!,0.0,0.0,goodREAD MORE,5,goodread,Positive
Must buy!,0.0,0.0,ok comfortREAD MORE,4,ok comfortread,Positive
Great product,0.0,0.0,Delivery date is too long. m. rest okREAD MORE,5,delivery date long rest okread,Positive
Mind-blowing purchase,0.0,0.0,yonex the brandREAD MORE,5,yonex brandread,Positive
Very poor,0.0,0.0,good productREAD MORE,5,good productread,Positive
Wonderful,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Worth the money,0.0,0.0,Durable for regular practiceREAD MORE,5,durable regular practiceread,Positive
Nice product,0.0,0.0,absolutely original productREAD MORE,5,absolutely original productread,Positive
Perfect product!,0.0,0.0,good qualityREAD MORE,5,good qualityread,Positive
Just wow!,0.0,0.0,valuable price.....nice....READ MORE,4,valuable priceniceread,Positive
Very Good,0.0,0.0,price with valueREAD MORE,5,price valueread,Positive
Terrific,0.0,0.0,very niceREAD MORE,5,niceread,Positive
Brilliant,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Brilliant,0.0,0.0,its worth product on this price...READ MORE,5,worth product priceread,Positive
Awesome,0.0,0.0,bad qualityREAD MORE,1,bad qualityread,Negative
Great product,0.0,0.0,goodREAD MORE,4,goodread,Positive
Brilliant,0.0,0.0,Nice shuttle for night game..READ MORE,4,nice shuttle night gameread,Positive
Wonderful,0.0,0.0,Good to meREAD MORE,4,good meread,Positive
Decent product,0.0,0.0,OkayREAD MORE,5,okayread,Positive
Classy product,0.0,0.0,Good product from flipkartREAD MORE,5,good product flipkartread,Positive
Brilliant,0.0,0.0,good and lastingREAD MORE,4,good lastingread,Positive
Very Good,0.0,0.0,The best u cant getREAD MORE,5,best u cant getread,Positive
Classy product,0.0,0.0,"awesome shuttles , I love itREAD MORE",5,awesome shuttles love itread,Positive
Must buy!,0.0,0.0,"On time delivery and very nice product. I am a national level player and I used these shuttles just for practice and I found the quality very nice and they are really the original Yonex Mavis 350, If you are thinking to buy them then you should not wait for it just go for it.READ MORE",5,time delivery nice product national level player used shuttles practice found quality nice really original yonex mavis thinking buy wait go itread,Positive
Brilliant,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Terrific purchase,0.0,0.0,original. no more comments.READ MORE,5,original commentsread,Positive
Worth,0.0,0.0,EXCELLENTREAD MORE,5,excellentread,Positive
Perfect product!,0.0,0.0,Nice product. worth for money....READ MORE,5,nice product worth moneyread,Positive
Great product,0.0,0.0,I think it's not the original. More flight for the Cork which I have not seen beforeREAD MORE,3,think original flight cork seen beforeread,Neutral
Nice,0.0,0.0,Very good shuttleREAD MORE,5,good shuttleread,Positive
Perfect product!,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Don't waste your money,0.0,0.0,OriginalREAD MORE,4,originalread,Positive
Really Nice,0.0,0.0,go for it!READ MORE,5,go itread,Positive
Awesome,0.0,0.0,"Original product, fast delivery.READ MORE",5,original product fast deliveryread,Positive
Brilliant,0.0,0.0,To Good😊👍👍READ MORE,5,goodread,Positive
Super!,0.0,0.0,fast delivery from flipkart.nice product.READ MORE,5,fast delivery flipkartnice productread,Positive
Good quality product,0.0,0.0,goodREAD MORE,5,goodread,Positive
Just okay,0.0,0.0,"good product, on time deliveryREAD MORE",5,good product time deliveryread,Positive
Terrific purchase,0.0,0.0,goodREAD MORE,5,goodread,Positive
Delightful,0.0,0.0,not up to the mark.... but durableREAD MORE,3,mark durableread,Neutral
Best in the market!,0.0,0.0,good & long lastingREAD MORE,5,good long lastingread,Positive
Really Nice,0.0,0.0,WorstREAD MORE,1,worstread,Negative
Excellent,0.0,0.0,nice citalREAD MORE,4,nice citalread,Positive
Good choice,0.0,0.0,Nicely packedREAD MORE,5,nicely packedread,Positive
Highly recommended,0.0,0.0,good productREAD MORE,5,good productread,Positive
Good choice,0.0,0.0,goodREAD MORE,5,goodread,Positive
Classy product,0.0,0.0,2 corks were not to that perfect. Yes can go for this price. But the plastic quality to improve a lot - I mean the plasticity of plasticREAD MORE,4,corks perfect yes go price plastic quality improve lot mean plasticity plasticread,Positive
Brilliant,0.0,0.0,fineREAD MORE,3,fineread,Neutral
Horrible,0.0,0.0,awsome product...READ MORE,5,awsome productread,Positive
Wonderful,0.0,0.0,Original product and at best price you can get here. Must buy.READ MORE,4,original product best price get must buyread,Positive
Wonderful,0.0,0.0,niceREAD MORE,5,niceread,Positive
Excellent,0.0,0.0,nice oneREAD MORE,4,nice oneread,Positive
Brilliant,0.0,0.0,Wel finishedREAD MORE,5,wel finishedread,Positive
Perfect product!,0.0,0.0,nice productsREAD MORE,4,nice productsread,Positive
Mind-blowing purchase,0.0,0.0,excellentREAD MORE,5,excellentread,Positive
Must buy!,0.0,0.0,goodREAD MORE,4,goodread,Positive
Delightful,0.0,0.0,superb quality product received thanks flipkartREAD MORE,5,superb quality product received thanks flipkartread,Positive
Very poor,0.0,0.0,best oneREAD MORE,5,best oneread,Positive
Worth the money,0.0,0.0,I played only for two days with on shuttle it started brokingREAD MORE,1,played two days shuttle started brokingread,Negative
Worth the money,0.0,0.0,genuine shuttle. I bought it  Rs.685.READ MORE,5,genuine shuttle bought rsread,Positive
Very Good,0.0,0.0,Great qualityREAD MORE,5,great qualityread,Positive
Good choice,0.0,0.0,very niceREAD MORE,5,niceread,Positive
Good choice,0.0,0.0,very genuine and affordable productREAD MORE,5,genuine affordable productread,Positive
Terrible product,0.0,0.0,Best shuttle for practice..READ MORE,5,best shuttle practiceread,Positive
Best in the market!,0.0,0.0,fast delivery flipkart thank uREAD MORE,5,fast delivery flipkart thank uread,Positive
Highly recommended,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Terrific,0.0,0.0,Good QualityREAD MORE,4,good qualityread,Positive
Nice product,0.0,0.0,Very Worst.READ MORE,1,worstread,Negative
Good quality product,0.0,0.0,Good for practice..READ MORE,4,good practiceread,Positive
Wonderful,0.0,0.0,goodREAD MORE,4,goodread,Positive
Good quality product,0.0,0.0,"I am not sure whether the product original or counterfeit... it looks like original but the quality is not good, I purchased  similar box from offline shop and that had best quality.. this is first time I received such product from flipkart..delivery and packaging as always..best from flipkart.thanks.READ MORE",4,sure whether product original counterfeit looks like original quality good purchased similar box offline shop best quality first time received product flipkartdelivery packaging alwaysbest flipkartthanksread,Positive
Terrible product,0.0,0.0,NiceREAD MORE,4,niceread,Positive
Worth every penny,0.0,0.0,very good productREAD MORE,4,good productread,Positive
Good,0.0,0.0,cheap qualityREAD MORE,1,cheap qualityread,Negative
Perfect product!,0.0,0.0,nice product.READ MORE,5,nice productread,Positive
Wonderful,0.0,0.0,good product and delivered fast goodREAD MORE,5,good product delivered fast goodread,Positive
Good quality product,0.0,0.0,genuine product and at a good priceREAD MORE,5,genuine product good priceread,Positive
Terrific,0.0,0.0,niceREAD MORE,4,niceread,Positive
Terrific,0.0,0.0,goodREAD MORE,4,goodread,Positive
Pretty good,0.0,0.0,Very durable.READ MORE,5,durableread,Positive
Hated it!,0.0,0.0,it's good and durabilityREAD MORE,4,good durabilityread,Positive
Pretty good,0.0,0.0,I asked for 350 green cap.But came blue capREAD MORE,1,asked green capbut came blue capread,Negative
Pretty good,0.0,0.0,genuine & orginal productREAD MORE,5,genuine orginal productread,Positive
Worth every penny,0.0,0.0,quality of shuttle was lowREAD MORE,3,quality shuttle lowread,Neutral
Just wow!,0.0,0.0,Original product with great price.Thanks flipkart.READ MORE,5,original product great pricethanks flipkartread,Positive
Mind-blowing purchase,0.0,0.0,good productREAD MORE,5,good productread,Positive
Prompt delivery,0.0,0.0,Product is good but quality of shuttle is not goodREAD MORE,4,product good quality shuttle goodread,Positive
Wonderful,0.0,0.0,Nice product....READ MORE,5,nice productread,Positive
Perfect product!,0.0,0.0,good productREAD MORE,5,good productread,Positive
Wonderful,0.0,0.0,Good productREAD MORE,4,good productread,Positive
Moderate,0.0,0.0,worst qualityREAD MORE,1,worst qualityread,Negative
Good,0.0,0.0,nice productsREAD MORE,4,nice productsread,Positive
Classy product,0.0,0.0,Nice shuttleREAD MORE,4,nice shuttleread,Positive
Wonderful,0.0,0.0,good productREAD MORE,5,good productread,Positive
Value-for-money,0.0,0.0,goodREAD MORE,5,goodread,Positive
Perfect product!,0.0,0.0,Don't worry it's a good productREAD MORE,5,dont worry good productread,Positive
Brilliant,0.0,0.0,Order got delivered within 24 hrs ...amazing delivery ..!! Loved it..READ MORE,5,order got delivered within hrs amazing delivery loved itread,Positive
Excellent,0.0,0.0,niceREAD MORE,4,niceread,Positive
Good,0.0,0.0,Nice quality and originalREAD MORE,5,nice quality originalread,Positive
Simply awesome,0.0,0.0,Teriffic productREAD MORE,5,teriffic productread,Positive
Must buy!,0.0,0.0,Quality is not goodREAD MORE,2,quality goodread,Negative
Worth every penny,0.0,0.0,GudREAD MORE,3,gudread,Neutral
Worth the money,0.0,0.0,niceREAD MORE,5,niceread,Positive
Mind-blowing purchase,0.0,0.0,NiceREAD MORE,4,niceread,Positive
Not good,0.0,0.0,not badREAD MORE,4,badread,Positive
Simply awesome,0.0,0.0,Awesome product price very goodREAD MORE,5,awesome product price goodread,Positive
Could be way better,0.0,0.0,goodREAD MORE,5,goodread,Positive
Must buy!,0.0,0.0,good originalREAD MORE,5,good originalread,Positive
Highly recommended,0.0,0.0,goodREAD MORE,3,goodread,Neutral
Brilliant,0.0,0.0,fantasti shuttleREAD MORE,5,fantasti shuttleread,Positive
Wonderful,0.0,0.0,very good productREAD MORE,5,good productread,Positive
Fabulous!,0.0,0.0,super goodREAD MORE,5,super goodread,Positive
Just wow!,0.0,0.0,goodREAD MORE,4,goodread,Positive
Good choice,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Must buy!,0.0,0.0,The quality of the shuttle is not goodREAD MORE,2,quality shuttle goodread,Negative
Super!,0.0,0.0,Good Better BestREAD MORE,5,good better bestread,Positive
Terrific,0.0,0.0,BadREAD MORE,2,badread,Negative
Simply awesome,0.0,0.0,Nice product go for itREAD MORE,5,nice product go itread,Positive
Worth the money,0.0,0.0,Good quality productREAD MORE,5,good quality productread,Positive
Very Good,0.0,0.0,Good quality shuttleREAD MORE,5,good quality shuttleread,Positive
Wonderful,0.0,0.0,very niceREAD MORE,4,niceread,Positive
Great product,0.0,0.0,good as of nowREAD MORE,5,good nowread,Positive
Nice product,0.0,0.0,greatREAD MORE,5,greatread,Positive
Wonderful,0.0,0.0,orginal productREAD MORE,4,orginal productread,Positive
Wonderful,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Worth the money,0.0,0.0,Good product and more durable then Mavis 2000. Price could have been little lower than 450/- range.READ MORE,5,good product durable mavis price could little lower rangeread,Positive
Best in the market!,0.0,0.0,nice oneREAD MORE,5,nice oneread,Positive
Great product,0.0,0.0,goodREAD MORE,5,goodread,Positive
Brilliant,0.0,0.0,It's feel like feather shuttle and durable also.READ MORE,4,feel like feather shuttle durable alsoread,Positive
Terrific purchase,0.0,0.0,good qualityREAD MORE,4,good qualityread,Positive
Classy product,0.0,0.0,Genuine product.very satisfied with the performance.very slow and last long in indoor court.READ MORE,5,genuine productvery satisfied performancevery slow last long indoor courtread,Positive
Terrific,0.0,0.0,Awesome!!!READ MORE,5,awesomeread,Positive
Terrific,0.0,0.0,goodREAD MORE,4,goodread,Positive
Terrific,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Worth every penny,0.0,0.0,Very good productREAD MORE,5,good productread,Positive
Must buy!,0.0,0.0,good product satisfied but some shuttles are defective.READ MORE,4,good product satisfied shuttles defectiveread,Positive
Terrible product,0.0,0.0,I enjoyed playing with it. I received the latest design.READ MORE,5,enjoyed playing received latest designread,Positive
Highly recommended,0.0,0.0,SuperiorREAD MORE,5,superiorread,Positive
Just okay,0.0,0.0,thanksREAD MORE,5,thanksread,Positive
Perfect product!,0.0,0.0,good productREAD MORE,5,good productread,Positive
Great product,0.0,0.0,best.....READ MORE,5,bestread,Positive
Awesome,0.0,0.0,Good qualityREAD MORE,5,good qualityread,Positive
Brilliant,0.0,0.0,good..READ MORE,5,goodread,Positive
Best in the market!,0.0,0.0,Nice shuttlesREAD MORE,5,nice shuttlesread,Positive
Very Good,0.0,0.0,nice qualityREAD MORE,5,nice qualityread,Positive
Brilliant,0.0,0.0,Worth buying it. Thanks Flipkart!!!READ MORE,5,worth buying thanks flipkartread,Positive
Terrific,0.0,0.0,not to heavy useREAD MORE,1,heavy useread,Negative
Delightful,0.0,0.0,very niceREAD MORE,5,niceread,Positive
Excellent,0.0,0.0,not wort.average quality.the bottom part doesnt meet the expectations from yonexREAD MORE,3,wortaverage qualitythe bottom part doesnt meet expectations yonexread,Neutral
Super!,0.0,0.0,this item is very fantasticREAD MORE,5,item fantasticread,Positive
Absolute rubbish!,0.0,0.0,Perfect shuttle to play a fantastic game. SuperREAD MORE,5,perfect shuttle play fantastic game superread,Positive
Pretty good,0.0,0.0,Good QualityREAD MORE,5,good qualityread,Positive
Delightful,0.0,0.0,Good qualityREAD MORE,5,good qualityread,Positive
Wonderful,0.0,0.0,nice product....long lastingREAD MORE,5,nice productlong lastingread,Positive
Highly recommended,0.0,0.0,"very bad quality,READ MORE",4,bad qualityread,Positive
